source_feature_id	seurat_feature_id	total_umi	annotated_rrna_removed	retained_in_source_object
PVP01_0945000	PVP01-0945000	6915	FALSE	TRUE
PVP01_0945100	PVP01-0945100	97	FALSE	TRUE
PVP01_0945200	PVP01-0945200	52	FALSE	TRUE
PVP01_0945300	PVP01-0945300	4112	FALSE	TRUE
PVP01_0945400	PVP01-0945400	462	FALSE	TRUE
PVP01_0945500	PVP01-0945500	2182	FALSE	TRUE
PVP01_0945600	PVP01-0945600	656	FALSE	TRUE
PVP01_0945700	PVP01-0945700	320	FALSE	TRUE
PVP01_0945800	PVP01-0945800	9	FALSE	TRUE
PVP01_0945900	PVP01-0945900	3549	FALSE	TRUE
PVP01_0946000	PVP01-0946000	921	FALSE	TRUE
PVP01_0946100	PVP01-0946100	2190	FALSE	TRUE
PVP01_0946200	PVP01-0946200	625	FALSE	TRUE
PVP01_0946300	PVP01-0946300	2025	FALSE	TRUE
PVP01_0946400	PVP01-0946400	401	FALSE	TRUE
PVP01_0946500	PVP01-0946500	588	FALSE	TRUE
PVP01_0946600	PVP01-0946600	2060	FALSE	TRUE
PVP01_0946700	PVP01-0946700	265	FALSE	TRUE
PVP01_0946800	PVP01-0946800	263	FALSE	TRUE
PVP01_0946900	PVP01-0946900	292	FALSE	TRUE
PVP01_0947000	PVP01-0947000	19	FALSE	TRUE
PVP01_0947100	PVP01-0947100	44	FALSE	TRUE
PVP01_0947200	PVP01-0947200	1353	FALSE	TRUE
PVP01_0947300	PVP01-0947300	286	FALSE	TRUE
PVP01_0947400	PVP01-0947400	198	FALSE	TRUE
PVP01_0947500	PVP01-0947500	294	FALSE	TRUE
PVP01_0947600	PVP01-0947600	359	FALSE	TRUE
PVP01_0947700	PVP01-0947700	24	FALSE	TRUE
PVP01_0947800	PVP01-0947800	1057	FALSE	TRUE
PVP01_0947900	PVP01-0947900	2971	FALSE	TRUE
PVP01_0948000	PVP01-0948000	307	FALSE	TRUE
PVP01_0948100	PVP01-0948100	334	FALSE	TRUE
PVP01_0948200	PVP01-0948200	502	FALSE	TRUE
PVP01_0948300	PVP01-0948300	1260	FALSE	TRUE
PVP01_0948400	PVP01-0948400	418	FALSE	TRUE
PVP01_0948500	PVP01-0948500	543	FALSE	TRUE
PVP01_0948600	PVP01-0948600	1952	FALSE	TRUE
PVP01_0948700	PVP01-0948700	229	FALSE	TRUE
PVP01_0948800	PVP01-0948800	0	FALSE	FALSE
PVP01_0948900	PVP01-0948900	67	FALSE	TRUE
PVP01_0949000	PVP01-0949000	29	FALSE	TRUE
PVP01_0949100	PVP01-0949100	25	FALSE	TRUE
PVP01_0949200	PVP01-0949200	59	FALSE	TRUE
PVP01_0949300	PVP01-0949300	9	FALSE	TRUE
PVP01_0949400	PVP01-0949400	1	FALSE	TRUE
PVP01_0949450	PVP01-0949450	14	FALSE	TRUE
PVP01_0949500	PVP01-0949500	10	FALSE	TRUE
PVP01_0949600	PVP01-0949600	3	FALSE	TRUE
PVP01_0949650	PVP01-0949650	19	FALSE	TRUE
PVP01_0949700	PVP01-0949700	3	FALSE	TRUE
PVP01_0949800	PVP01-0949800	27	FALSE	TRUE
PVP01_0949900	PVP01-0949900	24	FALSE	TRUE
PVP01_0950000	PVP01-0950000	0	FALSE	FALSE
PVP01_0950050	PVP01-0950050	1	FALSE	TRUE
PVP01_0950100	PVP01-0950100	34	FALSE	TRUE
PVP01_0950200	PVP01-0950200	43	FALSE	TRUE
PVP01_0400100	PVP01-0400100	0	FALSE	FALSE
PVP01_0400200	PVP01-0400200	0	FALSE	FALSE
PVP01_0400300	PVP01-0400300	0	FALSE	FALSE
PVP01_0400400	PVP01-0400400	0	FALSE	FALSE
PVP01_0400500	PVP01-0400500	1	FALSE	TRUE
PVP01_0400600	PVP01-0400600	0	FALSE	FALSE
PVP01_0400700	PVP01-0400700	0	FALSE	FALSE
PVP01_0400800	PVP01-0400800	1	FALSE	TRUE
PVP01_0400900	PVP01-0400900	0	FALSE	FALSE
PVP01_0401000	PVP01-0401000	0	FALSE	FALSE
PVP01_0401100	PVP01-0401100	0	FALSE	FALSE
PVP01_0401200	PVP01-0401200	0	FALSE	FALSE
PVP01_0401300	PVP01-0401300	0	FALSE	FALSE
PVP01_0401400	PVP01-0401400	0	FALSE	FALSE
PVP01_0401500	PVP01-0401500	0	FALSE	FALSE
PVP01_0401600	PVP01-0401600	0	FALSE	FALSE
PVP01_0401700	PVP01-0401700	0	FALSE	FALSE
PVP01_0401800	PVP01-0401800	0	FALSE	FALSE
PVP01_0401900	PVP01-0401900	0	FALSE	FALSE
PVP01_0402000	PVP01-0402000	0	FALSE	FALSE
PVP01_0402100	PVP01-0402100	1	FALSE	TRUE
PVP01_0402200	PVP01-0402200	1	FALSE	TRUE
PVP01_0402300	PVP01-0402300	0	FALSE	FALSE
PVP01_0402400	PVP01-0402400	2	FALSE	TRUE
PVP01_0402500	PVP01-0402500	0	FALSE	FALSE
PVP01_0402600	PVP01-0402600	1	FALSE	TRUE
PVP01_0402700	PVP01-0402700	0	FALSE	FALSE
PVP01_0402750	PVP01-0402750	0	FALSE	FALSE
PVP01_0402800	PVP01-0402800	0	FALSE	FALSE
PVP01_0402900	PVP01-0402900	0	FALSE	FALSE
PVP01_0403000	PVP01-0403000	0	FALSE	FALSE
PVP01_0403100	PVP01-0403100	0	FALSE	FALSE
PVP01_0403200	PVP01-0403200	0	FALSE	FALSE
PVP01_0403300	PVP01-0403300	11	FALSE	TRUE
PVP01_0403400	PVP01-0403400	0	FALSE	FALSE
PVP01_0403500	PVP01-0403500	3	FALSE	TRUE
PVP01_0403600	PVP01-0403600	0	FALSE	FALSE
PVP01_0403700	PVP01-0403700	3	FALSE	TRUE
PVP01_0403800	PVP01-0403800	87	FALSE	TRUE
PVP01_0403900	PVP01-0403900	34	FALSE	TRUE
PVP01_0404000	PVP01-0404000	6	FALSE	TRUE
PVP01_0404100	PVP01-0404100	1	FALSE	TRUE
PVP01_0404200	PVP01-0404200	19	FALSE	TRUE
PVP01_0404300	PVP01-0404300	103	FALSE	TRUE
PVP01_0404400	PVP01-0404400	7	FALSE	TRUE
PVP01_0404500	PVP01-0404500	69	FALSE	TRUE
PVP01_0404600	PVP01-0404600	10	FALSE	TRUE
PVP01_0404700	PVP01-0404700	51	FALSE	TRUE
PVP01_0404800	PVP01-0404800	21	FALSE	TRUE
PVP01_0404900	PVP01-0404900	4	FALSE	TRUE
PVP01_0405000	PVP01-0405000	3871	FALSE	TRUE
PVP01_0405100	PVP01-0405100	882	FALSE	TRUE
PVP01_0405200	PVP01-0405200	373	FALSE	TRUE
PVP01_0405300	PVP01-0405300	67	FALSE	TRUE
PVP01_0405400	PVP01-0405400	121	FALSE	TRUE
PVP01_0405500	PVP01-0405500	13578	FALSE	TRUE
PVP01_0405600	PVP01-0405600	927	FALSE	TRUE
PVP01_0405700	PVP01-0405700	18963	FALSE	TRUE
PVP01_0405800	PVP01-0405800	1852	FALSE	TRUE
PVP01_0405900	PVP01-0405900	413	FALSE	TRUE
PVP01_0406000	PVP01-0406000	4	FALSE	TRUE
PVP01_0406100	PVP01-0406100	5	FALSE	TRUE
PVP01_0406200	PVP01-0406200	2683	FALSE	TRUE
PVP01_0406300	PVP01-0406300	74	FALSE	TRUE
PVP01_0406400	PVP01-0406400	1480	FALSE	TRUE
PVP01_0406500	PVP01-0406500	1257	FALSE	TRUE
PVP01_0406600	PVP01-0406600	64	FALSE	TRUE
PVP01_0406700	PVP01-0406700	52	FALSE	TRUE
PVP01_0406800	PVP01-0406800	441	FALSE	TRUE
PVP01_0406900	PVP01-0406900	360	FALSE	TRUE
PVP01_0407000	PVP01-0407000	84	FALSE	TRUE
PVP01_0407100	PVP01-0407100	8272	FALSE	TRUE
PVP01_0407200	PVP01-0407200	6025	FALSE	TRUE
PVP01_0407300	PVP01-0407300	223	FALSE	TRUE
PVP01_0407400	PVP01-0407400	439	FALSE	TRUE
PVP01_0407500	PVP01-0407500	648	FALSE	TRUE
PVP01_0407600	PVP01-0407600	386	FALSE	TRUE
PVP01_0407700	PVP01-0407700	2301	FALSE	TRUE
PVP01_0407800	PVP01-0407800	2008	FALSE	TRUE
PVP01_0407900	PVP01-0407900	437	FALSE	TRUE
PVP01_0408000	PVP01-0408000	830	FALSE	TRUE
PVP01_0408100	PVP01-0408100	97	FALSE	TRUE
PVP01_0408200	PVP01-0408200	1240	FALSE	TRUE
PVP01_0408300	PVP01-0408300	3895	FALSE	TRUE
PVP01_0408400	PVP01-0408400	19	FALSE	TRUE
PVP01_0408500	PVP01-0408500	172	FALSE	TRUE
PVP01_0408600	PVP01-0408600	4	FALSE	TRUE
PVP01_0408700	PVP01-0408700	40	FALSE	TRUE
PVP01_0408800	PVP01-0408800	94	FALSE	TRUE
PVP01_0408900	PVP01-0408900	118	FALSE	TRUE
PVP01_0409000	PVP01-0409000	77	FALSE	TRUE
PVP01_0409100	PVP01-0409100	606	FALSE	TRUE
PVP01_0409200	PVP01-0409200	327	FALSE	TRUE
PVP01_0409300	PVP01-0409300	3795	FALSE	TRUE
PVP01_0409400	PVP01-0409400	758	FALSE	TRUE
PVP01_0409500	PVP01-0409500	2270	FALSE	TRUE
PVP01_0409600	PVP01-0409600	3043	FALSE	TRUE
PVP01_0409700	PVP01-0409700	115	FALSE	TRUE
PVP01_0409800	PVP01-0409800	106	FALSE	TRUE
PVP01_0409900	PVP01-0409900	1671	FALSE	TRUE
PVP01_0410000	PVP01-0410000	2549	FALSE	TRUE
PVP01_0410100	PVP01-0410100	293	FALSE	TRUE
PVP01_0410200	PVP01-0410200	167	FALSE	TRUE
PVP01_0410300	PVP01-0410300	1310	FALSE	TRUE
PVP01_0410400	PVP01-0410400	82	FALSE	TRUE
PVP01_0410500	PVP01-0410500	96	FALSE	TRUE
PVP01_0410600	PVP01-0410600	96	FALSE	TRUE
PVP01_0410700	PVP01-0410700	175	FALSE	TRUE
PVP01_0410800	PVP01-0410800	1033	FALSE	TRUE
PVP01_0410900	PVP01-0410900	22	FALSE	TRUE
PVP01_0411000	PVP01-0411000	267	FALSE	TRUE
PVP01_0411100	PVP01-0411100	102	FALSE	TRUE
PVP01_0411200	PVP01-0411200	91	FALSE	TRUE
PVP01_0411300	PVP01-0411300	111	FALSE	TRUE
PVP01_0411400	PVP01-0411400	653	FALSE	TRUE
PVP01_0411500	PVP01-0411500	1313	FALSE	TRUE
PVP01_0411600	PVP01-0411600	142	FALSE	TRUE
PVP01_0411700	PVP01-0411700	1176	FALSE	TRUE
PVP01_0411800	PVP01-0411800	2619	FALSE	TRUE
PVP01_0411900	PVP01-0411900	21	FALSE	TRUE
PVP01_0412000	PVP01-0412000	119	FALSE	TRUE
PVP01_0412100	PVP01-0412100	171	FALSE	TRUE
PVP01_0412200	PVP01-0412200	1357	FALSE	TRUE
PVP01_0412300	PVP01-0412300	3382	FALSE	TRUE
PVP01_0412400	PVP01-0412400	101	FALSE	TRUE
PVP01_0412500	PVP01-0412500	1235	FALSE	TRUE
PVP01_0412600	PVP01-0412600	585	FALSE	TRUE
PVP01_0412700	PVP01-0412700	1729	FALSE	TRUE
PVP01_0412800	PVP01-0412800	1538	FALSE	TRUE
PVP01_0412900	PVP01-0412900	103	FALSE	TRUE
PVP01_0413000	PVP01-0413000	905	FALSE	TRUE
PVP01_0413100	PVP01-0413100	436	FALSE	TRUE
PVP01_0413200	PVP01-0413200	361	FALSE	TRUE
PVP01_0413300	PVP01-0413300	152	FALSE	TRUE
PVP01_0413400	PVP01-0413400	68	FALSE	TRUE
PVP01_0413500	PVP01-0413500	78	FALSE	TRUE
PVP01_0413600	PVP01-0413600	54	FALSE	TRUE
PVP01_0413700	PVP01-0413700	147	FALSE	TRUE
PVP01_0413800	PVP01-0413800	464	FALSE	TRUE
PVP01_0413900	PVP01-0413900	1039	FALSE	TRUE
PVP01_0414000	PVP01-0414000	78	FALSE	TRUE
PVP01_0414100	PVP01-0414100	4843	FALSE	TRUE
PVP01_0414200	PVP01-0414200	2154	FALSE	TRUE
PVP01_0414300	PVP01-0414300	4055	FALSE	TRUE
PVP01_0414400	PVP01-0414400	761	FALSE	TRUE
PVP01_0414500	PVP01-0414500	935	FALSE	TRUE
PVP01_0414600	PVP01-0414600	83	FALSE	TRUE
PVP01_0414700	PVP01-0414700	12261	FALSE	TRUE
PVP01_0414800	PVP01-0414800	2418	FALSE	TRUE
PVP01_0414900	PVP01-0414900	2669	FALSE	TRUE
PVP01_0415000	PVP01-0415000	416	FALSE	TRUE
PVP01_0415100	PVP01-0415100	10	FALSE	TRUE
PVP01_0415200	PVP01-0415200	97	FALSE	TRUE
PVP01_0415300	PVP01-0415300	20	FALSE	TRUE
PVP01_0415400	PVP01-0415400	256	FALSE	TRUE
PVP01_0415600	PVP01-0415600	430	FALSE	TRUE
PVP01_0415500	PVP01-0415500	190	FALSE	TRUE
PVP01_0415700	PVP01-0415700	186	FALSE	TRUE
PVP01_0415800	PVP01-0415800	182	FALSE	TRUE
PVP01_0415900	PVP01-0415900	14	FALSE	TRUE
PVP01_0416000	PVP01-0416000	678	FALSE	TRUE
PVP01_0416100	PVP01-0416100	332	FALSE	TRUE
PVP01_0416200	PVP01-0416200	2310	FALSE	TRUE
PVP01_0416300	PVP01-0416300	480	FALSE	TRUE
PVP01_0416400	PVP01-0416400	16	FALSE	TRUE
PVP01_0416500	PVP01-0416500	135	FALSE	TRUE
PVP01_0416600	PVP01-0416600	311	FALSE	TRUE
PVP01_0416700	PVP01-0416700	3617	FALSE	TRUE
PVP01_0416800	PVP01-0416800	237	FALSE	TRUE
PVP01_0416900	PVP01-0416900	101	FALSE	TRUE
PVP01_0417000	PVP01-0417000	17	FALSE	TRUE
PVP01_0417100	PVP01-0417100	588	FALSE	TRUE
PVP01_0417200	PVP01-0417200	393	FALSE	TRUE
PVP01_0417300	PVP01-0417300	10	FALSE	TRUE
PVP01_0417400	PVP01-0417400	14	FALSE	TRUE
PVP01_0417500	PVP01-0417500	123	FALSE	TRUE
PVP01_0417600	PVP01-0417600	67	FALSE	TRUE
PVP01_0417700	PVP01-0417700	29	FALSE	TRUE
PVP01_0417800	PVP01-0417800	303	FALSE	TRUE
PVP01_0417900	PVP01-0417900	80	FALSE	TRUE
PVP01_0418000	PVP01-0418000	14	FALSE	TRUE
PVP01_0418100	PVP01-0418100	844	FALSE	TRUE
PVP01_0418200	PVP01-0418200	525	FALSE	TRUE
PVP01_0418300	PVP01-0418300	968	FALSE	TRUE
PVP01_0418400	PVP01-0418400	141	FALSE	TRUE
PVP01_0418500	PVP01-0418500	3408	FALSE	TRUE
PVP01_0418600	PVP01-0418600	166	FALSE	TRUE
PVP01_0418700	PVP01-0418700	752	FALSE	TRUE
PVP01_0418800	PVP01-0418800	140	FALSE	TRUE
PVP01_0418900	PVP01-0418900	1958	FALSE	TRUE
PVP01_0419000	PVP01-0419000	476	FALSE	TRUE
PVP01_0419100	PVP01-0419100	853	FALSE	TRUE
PVP01_0419200	PVP01-0419200	144	FALSE	TRUE
PVP01_0419300	PVP01-0419300	1243	FALSE	TRUE
PVP01_0419400	PVP01-0419400	1763	FALSE	TRUE
PVP01_0419500	PVP01-0419500	19	FALSE	TRUE
PVP01_0419600	PVP01-0419600	2401	FALSE	TRUE
PVP01_0419700	PVP01-0419700	1475	FALSE	TRUE
PVP01_0419800	PVP01-0419800	86	FALSE	TRUE
PVP01_0419900	PVP01-0419900	157	FALSE	TRUE
PVP01_0420000	PVP01-0420000	25	FALSE	TRUE
PVP01_0420100	PVP01-0420100	116	FALSE	TRUE
PVP01_0420200	PVP01-0420200	235	FALSE	TRUE
PVP01_0420300	PVP01-0420300	161	FALSE	TRUE
PVP01_0420400	PVP01-0420400	5769	FALSE	TRUE
PVP01_0420500	PVP01-0420500	694	FALSE	TRUE
PVP01_0420600	PVP01-0420600	115	FALSE	TRUE
PVP01_0420700	PVP01-0420700	33	FALSE	TRUE
PVP01_0420800	PVP01-0420800	785	FALSE	TRUE
PVP01_0420900	PVP01-0420900	4669	FALSE	TRUE
PVP01_0421000	PVP01-0421000	662	FALSE	TRUE
PVP01_0421100	PVP01-0421100	298	FALSE	TRUE
PVP01_0421200	PVP01-0421200	69	FALSE	TRUE
PVP01_0421300	PVP01-0421300	3248	FALSE	TRUE
PVP01_0421400	PVP01-0421400	1850	FALSE	TRUE
PVP01_0421500	PVP01-0421500	350	FALSE	TRUE
PVP01_0421600	PVP01-0421600	0	FALSE	FALSE
PVP01_0421700	PVP01-0421700	1962	FALSE	TRUE
PVP01_0421800	PVP01-0421800	6454	FALSE	TRUE
PVP01_0421900	PVP01-0421900	118	FALSE	TRUE
PVP01_0422000	PVP01-0422000	102	FALSE	TRUE
PVP01_0422100	PVP01-0422100	1297	FALSE	TRUE
PVP01_0422200	PVP01-0422200	489	FALSE	TRUE
PVP01_0422300	PVP01-0422300	202	FALSE	TRUE
PVP01_0422400	PVP01-0422400	1677	FALSE	TRUE
PVP01_0422500	PVP01-0422500	43963	FALSE	TRUE
PVP01_0422600	PVP01-0422600	1349	FALSE	TRUE
PVP01_0422700	PVP01-0422700	402	FALSE	TRUE
PVP01_0422800	PVP01-0422800	880	FALSE	TRUE
PVP01_0422900	PVP01-0422900	124	FALSE	TRUE
PVP01_0423000	PVP01-0423000	1754	FALSE	TRUE
PVP01_0423100	PVP01-0423100	150	FALSE	TRUE
PVP01_0423200	PVP01-0423200	939	FALSE	TRUE
PVP01_0423300	PVP01-0423300	61	FALSE	TRUE
PVP01_0423400	PVP01-0423400	3204	FALSE	TRUE
PVP01_0423500	PVP01-0423500	165	FALSE	TRUE
PVP01_0423600	PVP01-0423600	14	FALSE	TRUE
PVP01_0423700	PVP01-0423700	8	FALSE	TRUE
PVP01_0423800	PVP01-0423800	0	FALSE	FALSE
PVP01_0423900	PVP01-0423900	5	FALSE	TRUE
PVP01_0424000	PVP01-0424000	8	FALSE	TRUE
PVP01_0424100	PVP01-0424100	19	FALSE	TRUE
PVP01_0424200	PVP01-0424200	278	FALSE	TRUE
PVP01_0424300	PVP01-0424300	106	FALSE	TRUE
PVP01_0424400	PVP01-0424400	8	FALSE	TRUE
PVP01_0424500	PVP01-0424500	43	FALSE	TRUE
PVP01_1300100	PVP01-1300100	0	FALSE	FALSE
PVP01_1300200	PVP01-1300200	0	FALSE	FALSE
PVP01_1300300	PVP01-1300300	0	FALSE	FALSE
PVP01_1300400	PVP01-1300400	0	FALSE	FALSE
PVP01_1300500	PVP01-1300500	0	FALSE	FALSE
PVP01_1300600	PVP01-1300600	1	FALSE	TRUE
PVP01_1300700	PVP01-1300700	17	FALSE	TRUE
PVP01_1300800	PVP01-1300800	1043	FALSE	TRUE
PVP01_1300900	PVP01-1300900	2056	FALSE	TRUE
PVP01_1301000	PVP01-1301000	33	FALSE	TRUE
PVP01_1301100	PVP01-1301100	4	FALSE	TRUE
PVP01_1301200	PVP01-1301200	47	FALSE	TRUE
PVP01_1301300	PVP01-1301300	284	FALSE	TRUE
PVP01_1301400	PVP01-1301400	5763	FALSE	TRUE
PVP01_1301500	PVP01-1301500	489	FALSE	TRUE
PVP01_1301600	PVP01-1301600	881	FALSE	TRUE
PVP01_1301700	PVP01-1301700	51	FALSE	TRUE
PVP01_1301800	PVP01-1301800	161	FALSE	TRUE
PVP01_1301900	PVP01-1301900	344	FALSE	TRUE
PVP01_1302000	PVP01-1302000	272	FALSE	TRUE
PVP01_1302100	PVP01-1302100	24063	FALSE	TRUE
PVP01_1302200	PVP01-1302200	16338	FALSE	TRUE
PVP01_1302300	PVP01-1302300	1600	FALSE	TRUE
PVP01_1302400	PVP01-1302400	318	FALSE	TRUE
PVP01_1302500	PVP01-1302500	782	FALSE	TRUE
PVP01_1302600	PVP01-1302600	6334	FALSE	TRUE
PVP01_1302700	PVP01-1302700	724	FALSE	TRUE
PVP01_1302800	PVP01-1302800	260	FALSE	TRUE
PVP01_1303000	PVP01-1303000	4014	FALSE	TRUE
PVP01_1302900	PVP01-1302900	4529	FALSE	TRUE
PVP01_1303100	PVP01-1303100	4018	FALSE	TRUE
PVP01_1303200	PVP01-1303200	2493	FALSE	TRUE
PVP01_1303300	PVP01-1303300	479	FALSE	TRUE
PVP01_1303400	PVP01-1303400	11523	FALSE	TRUE
PVP01_1303500	PVP01-1303500	11097	FALSE	TRUE
PVP01_1303600	PVP01-1303600	1789	FALSE	TRUE
PVP01_1303700	PVP01-1303700	39	FALSE	TRUE
PVP01_1303800	PVP01-1303800	1664	FALSE	TRUE
PVP01_1303900	PVP01-1303900	512	FALSE	TRUE
PVP01_1304000	PVP01-1304000	83	FALSE	TRUE
PVP01_1304100	PVP01-1304100	222	FALSE	TRUE
PVP01_1304200	PVP01-1304200	1561	FALSE	TRUE
PVP01_1304300	PVP01-1304300	825	FALSE	TRUE
PVP01_1304400	PVP01-1304400	254	FALSE	TRUE
PVP01_1304500	PVP01-1304500	808	FALSE	TRUE
PVP01_1304600	PVP01-1304600	363	FALSE	TRUE
PVP01_1304700	PVP01-1304700	748	FALSE	TRUE
PVP01_1304800	PVP01-1304800	115	FALSE	TRUE
PVP01_1304900	PVP01-1304900	19234	FALSE	TRUE
PVP01_1305000	PVP01-1305000	1547	FALSE	TRUE
PVP01_1305100	PVP01-1305100	181	FALSE	TRUE
PVP01_1305200	PVP01-1305200	91	FALSE	TRUE
PVP01_1305300	PVP01-1305300	199	FALSE	TRUE
PVP01_1305400	PVP01-1305400	114	FALSE	TRUE
PVP01_1305500	PVP01-1305500	430	FALSE	TRUE
PVP01_1305600	PVP01-1305600	368	FALSE	TRUE
PVP01_1305700	PVP01-1305700	174	FALSE	TRUE
PVP01_1305800	PVP01-1305800	110	FALSE	TRUE
PVP01_1305900	PVP01-1305900	1382	FALSE	TRUE
PVP01_1306000	PVP01-1306000	152	FALSE	TRUE
PVP01_1306100	PVP01-1306100	776	FALSE	TRUE
PVP01_1306200	PVP01-1306200	531	FALSE	TRUE
PVP01_1306300	PVP01-1306300	276	FALSE	TRUE
PVP01_1306400	PVP01-1306400	47	FALSE	TRUE
PVP01_1306500	PVP01-1306500	1346	FALSE	TRUE
PVP01_1306600	PVP01-1306600	2730	FALSE	TRUE
PVP01_1306700	PVP01-1306700	1974	FALSE	TRUE
PVP01_1306800	PVP01-1306800	72	FALSE	TRUE
PVP01_1306900	PVP01-1306900	71	FALSE	TRUE
PVP01_1307000	PVP01-1307000	27	FALSE	TRUE
PVP01_1307100	PVP01-1307100	143	FALSE	TRUE
PVP01_1307200	PVP01-1307200	14	FALSE	TRUE
PVP01_1307300	PVP01-1307300	161	FALSE	TRUE
PVP01_1307400	PVP01-1307400	121	FALSE	TRUE
PVP01_1307500	PVP01-1307500	60	FALSE	TRUE
PVP01_1307600	PVP01-1307600	70	FALSE	TRUE
PVP01_1307700	PVP01-1307700	111	FALSE	TRUE
PVP01_1307800	PVP01-1307800	699	FALSE	TRUE
PVP01_1307900	PVP01-1307900	1864	FALSE	TRUE
PVP01_1308000	PVP01-1308000	14624	FALSE	TRUE
PVP01_1308100	PVP01-1308100	692	FALSE	TRUE
PVP01_1308200	PVP01-1308200	543	FALSE	TRUE
PVP01_1308300	PVP01-1308300	238	FALSE	TRUE
PVP01_1308400	PVP01-1308400	1947	FALSE	TRUE
PVP01_1308500	PVP01-1308500	695	FALSE	TRUE
PVP01_1308600	PVP01-1308600	137	FALSE	TRUE
PVP01_1308700	PVP01-1308700	12	FALSE	TRUE
PVP01_1308800	PVP01-1308800	2105	FALSE	TRUE
PVP01_1308900	PVP01-1308900	1712	FALSE	TRUE
PVP01_1309000	PVP01-1309000	1900	FALSE	TRUE
PVP01_1309100	PVP01-1309100	434	FALSE	TRUE
PVP01_1309200	PVP01-1309200	2386	FALSE	TRUE
PVP01_1309300	PVP01-1309300	82	FALSE	TRUE
PVP01_1309400	PVP01-1309400	2868	FALSE	TRUE
PVP01_1309500	PVP01-1309500	755	FALSE	TRUE
PVP01_1309600	PVP01-1309600	121	FALSE	TRUE
PVP01_1309700	PVP01-1309700	147	FALSE	TRUE
PVP01_1309800	PVP01-1309800	508	FALSE	TRUE
PVP01_1309900	PVP01-1309900	151	FALSE	TRUE
PVP01_1310000	PVP01-1310000	1133	FALSE	TRUE
PVP01_1310100	PVP01-1310100	94	FALSE	TRUE
PVP01_1310200	PVP01-1310200	54	FALSE	TRUE
PVP01_1310300	PVP01-1310300	11	FALSE	TRUE
PVP01_1310400	PVP01-1310400	186	FALSE	TRUE
PVP01_1310500	PVP01-1310500	483	FALSE	TRUE
PVP01_1310600	PVP01-1310600	12487	FALSE	TRUE
PVP01_1310700	PVP01-1310700	1117	FALSE	TRUE
PVP01_1310800	PVP01-1310800	295	FALSE	TRUE
PVP01_1310900	PVP01-1310900	202	FALSE	TRUE
PVP01_1311000	PVP01-1311000	1561	FALSE	TRUE
PVP01_1311100	PVP01-1311100	12158	FALSE	TRUE
PVP01_1311200	PVP01-1311200	173	FALSE	TRUE
PVP01_1311300	PVP01-1311300	2542	FALSE	TRUE
PVP01_1311400	PVP01-1311400	1978	FALSE	TRUE
PVP01_1311500	PVP01-1311500	2466	FALSE	TRUE
PVP01_1311600	PVP01-1311600	1182	FALSE	TRUE
PVP01_1311700	PVP01-1311700	173	FALSE	TRUE
PVP01_1311800	PVP01-1311800	861	FALSE	TRUE
PVP01_1311900	PVP01-1311900	306	FALSE	TRUE
PVP01_1312000	PVP01-1312000	305	FALSE	TRUE
PVP01_1312100	PVP01-1312100	146	FALSE	TRUE
PVP01_1312200	PVP01-1312200	328	FALSE	TRUE
PVP01_1312300	PVP01-1312300	6955	FALSE	TRUE
PVP01_1312400	PVP01-1312400	1721	FALSE	TRUE
PVP01_1312500	PVP01-1312500	19488	FALSE	TRUE
PVP01_1312600	PVP01-1312600	38	FALSE	TRUE
PVP01_1312700	PVP01-1312700	0	FALSE	FALSE
PVP01_1312800	PVP01-1312800	75	FALSE	TRUE
PVP01_1312900	PVP01-1312900	1257	FALSE	TRUE
PVP01_1313000	PVP01-1313000	458	FALSE	TRUE
PVP01_1313100	PVP01-1313100	31	FALSE	TRUE
PVP01_1313200	PVP01-1313200	7565	FALSE	TRUE
PVP01_1313300	PVP01-1313300	187	FALSE	TRUE
PVP01_1313400	PVP01-1313400	498	FALSE	TRUE
PVP01_1313500	PVP01-1313500	4821	FALSE	TRUE
PVP01_1313600	PVP01-1313600	360	FALSE	TRUE
PVP01_1313700	PVP01-1313700	292	FALSE	TRUE
PVP01_1313800	PVP01-1313800	3111	FALSE	TRUE
PVP01_1313900	PVP01-1313900	1972	FALSE	TRUE
PVP01_1314000	PVP01-1314000	5421	FALSE	TRUE
PVP01_1314100	PVP01-1314100	1008	FALSE	TRUE
PVP01_1314200	PVP01-1314200	1688	FALSE	TRUE
PVP01_1314300	PVP01-1314300	332	FALSE	TRUE
PVP01_1314400	PVP01-1314400	1013	FALSE	TRUE
PVP01_1314500	PVP01-1314500	470	FALSE	TRUE
PVP01_1314600	PVP01-1314600	239	FALSE	TRUE
PVP01_1314700	PVP01-1314700	60	FALSE	TRUE
PVP01_1314800	PVP01-1314800	58	FALSE	TRUE
PVP01_1314900	PVP01-1314900	169	FALSE	TRUE
PVP01_1315000	PVP01-1315000	45	FALSE	TRUE
PVP01_1315100	PVP01-1315100	1677	FALSE	TRUE
PVP01_1315200	PVP01-1315200	1721	FALSE	TRUE
PVP01_1315300	PVP01-1315300	1405	FALSE	TRUE
PVP01_1315400	PVP01-1315400	3850	FALSE	TRUE
PVP01_1315500	PVP01-1315500	212	FALSE	TRUE
PVP01_1315600	PVP01-1315600	2273	FALSE	TRUE
PVP01_1315700	PVP01-1315700	88	FALSE	TRUE
PVP01_1315800	PVP01-1315800	2049	FALSE	TRUE
PVP01_1315900	PVP01-1315900	1748	FALSE	TRUE
